title,budget,revenue,popularity,release_date,imdb_score,runtime,genres
There's No Tomorrow,0.0,0.0,0.546732,1940-03-22,,,
Charley-One-Eye,0.0,0.0,0.000431,1973-04-18,,,
Hart to Hart: Till Death Do Us Hart,0.0,0.0,0.151739,1996-08-25,,,
Molly Moon and the Incredible Book of Hypnotism,0.0,0.0,1.053387,2015-04-11,,,
Night Watch,0.0,0.0,1.036927,2005-04-15,,,
Pioneer Woman,0.0,0.0,0.898496,1973-12-18,,,
Road 47,0.0,0.0,0.823764,2014-08-01,,,
Arrowhead,0.0,0.0,2.922931,2016-06-09,,,
Amazons,0.0,0.0,0.007963,1986-10-26,,,
Le Mac,0.0,0.0,3.685297,2010-02-16,,,
Pit №8,0.0,0.0,0.602072,2010-11-30,,,
Unforgotten Shadows,1000000.0,0.0,0.397702,2013-11-14,,,
Lucky Trouble,0.0,0.0,2.709273,2011-01-12,,,
The Best Movie 2,0.0,0.0,1.159844,2009-01-22,,,
The Guide,722083.0,499168.0,0.817488,2014-11-12,,,
Hell,0.0,0.0,0.426947,2005-01-01,,,
Transylvanian Garlic,0.0,0.0,0.355922,2014-06-27,,,
Creature from the Hillbilly Lagoon,11000.0,0.0,0.00978,2005-01-01,,,
My All American,20000000.0,0.0,2.664286,2015-11-13,,,
La mies es mucha,0.0,0.0,0.10985,1948-01-01,,,
$50K and a Call Girl: A Love Story,0.0,0.0,0.984593,2014-01-10,,,
The Birth of a Nation,8500000.0,15861566.0,5.933047,2016-09-09,,,
Deep Powder,0.0,0.0,0.819614,2013-04-19,,,
An Inspector Calls,0.0,0.0,1.403795,1954-03-16,,,
A Touch of Larceny,0.0,0.0,0.122007,1959-12-11,,,
Holding the Man,0.0,0.0,4.766482,2015-08-27,,,
Blood,0.0,0.0,0.470815,1989-12-07,,,
Veljet,0.0,0.0,0.0,1991-12-13,,,
Amerikana,0.0,0.0,0.039918,2001-05-15,,,
The Manchu Eagle Murder Caper Mystery,0.0,0.0,0.465287,1975-03-07,,,
Hardly a Butterfly,0.0,0.0,0.051495,1998-01-05,,,
Ajnabee,0.0,0.0,1.742685,2001-09-21,,,
Jodi No.1,0.0,0.0,1.000858,2001-04-13,,,
Pyaar Tune Kya Kiya,0.0,0.0,0.136025,2001-01-01,,,
Style,0.0,0.0,0.295599,2001-12-28,,,
Love Ke Liye Kuch Bhi Karega,0.0,0.0,0.623882,2001-06-21,,,
Mujhe Kucch Kehna Hai,0.0,0.0,0.768284,2001-05-25,,,
Albela,0.0,0.0,0.280706,2001-04-19,,,
Yaadein,0.0,0.0,0.451303,2001-01-01,,,
Indian,0.0,0.0,0.448792,2001-10-26,,,
Tum Bin,0.0,1486992.0,0.371679,2001-07-13,,,
Aashiq,0.0,0.0,0.001177,2001-01-01,,,
Yeh Raaste Hain Pyaar Ke,0.0,0.0,0.039454,2001-08-10,,,
Aamdani Atthanni Kharcha Rupaiya,0.0,0.0,0.274767,2001-12-21,,,
The Thorn,0.0,0.0,4e-06,1971-01-01,,,
Rugged Gold,0.0,0.0,0.414039,1994-12-10,,,
Polycarp,0.0,0.0,0.099285,2015-06-24,,,
Titli,0.0,0.0,0.304876,2015-05-06,,,
Beware of Christians,0.0,0.0,0.009971,2011-01-14,,,
The Nanny Express,0.0,0.0,0.52037,2009-01-02,,,
Greenery Will Bloom Again,0.0,0.0,0.549559,2014-11-06,,,
Tempo instabile con probabili schiarite,0.0,0.0,1.008409,2015-04-02,,,
I Killed Napoleon,0.0,0.0,2.114265,2015-03-26,,,
Supervolcano,0.0,0.0,1.937956,2005-03-13,,,
Anjaana Anjaani,6400000.0,5900000.0,1.82294,2010-09-24,,,
Na Maloom Afraad,884130.0,2259444.0,0.241973,2014-10-06,,,
Live and let Live,0.0,0.0,1.048548,2013-11-03,,,
Me Before You,20000000.0,207945075.0,34.34759,2016-06-02,,,
Jarhead 3: The Siege,0.0,0.0,3.596977,2016-01-20,,,
Land and Shade,0.0,0.0,1.347626,2015-05-18,,,
SOMM: Into the Bottle,0.0,0.0,0.751736,2016-01-29,,,
The Treacherous,0.0,0.0,4.015952,2015-05-21,,,
Touched with Fire,0.0,0.0,2.348892,2016-02-12,,,
Space Cop,80000.0,0.0,1.103486,2016-01-13,,,
The Cinema Snob Movie,0.0,0.0,0.045236,2012-09-27,,,
Being in the World,0.0,0.0,0.059265,2009-12-30,,,
Grease Live,0.0,0.0,4.456394,2016-01-31,,,
The Image Revolution,50000.0,0.0,0.673775,2013-11-21,,,
100% Love,1500000.0,0.0,0.758785,2011-05-06,,,
Leader,0.0,1458709.0,0.380204,2010-02-19,,,
Neither Heaven Nor Earth,0.0,0.0,0.917331,2015-09-30,,,
Dunkirk,0.0,0.0,11.425006,1958-03-20,7.8,107.0,
¡Asu Mare! 2,0.0,0.0,0.200219,2015-04-09,,,
The Nightcomers,0.0,0.0,6.577661,1971-01-01,,,
Just Before Nightfall,0.0,0.0,0.762996,1971-03-31,,,
Pandemic,0.0,0.0,6.253285,2016-02-26,,,
Miles Ahead,0.0,3460466.0,3.989771,2016-03-20,,,
"Crouching Tiger, Hidden Dragon: Sword of Destiny",20000000.0,0.0,8.796536,2016-02-18,6.1,103.0,
Triple 9,20000000.0,12639297.0,12.892504,2016-02-19,,,
Gods of Egypt,140000000.0,150680864.0,13.337707,2016-02-25,,,
Embrace of the Serpent,1400000.0,1320005.0,5.061041,2015-05-25,,,
Neerja,10721568.0,2978994.0,1.68625,2016-02-19,,,
Race,5000000.0,24804129.0,7.979302,2016-02-19,6.9,161.0,
Providence,0.0,0.0,0.308563,2016-02-12,,,
Of Mind and Music,0.0,0.0,0.261945,2016-02-12,,,
10 Cloverfield Lane,15000000.0,108286421.0,14.421528,2016-03-10,,,
London Has Fallen,60000000.0,205754447.0,15.037993,2016-03-02,5.9,99.0,
Zootopia,150000000.0,1023784195.0,26.024868,2016-02-11,,,
Whiskey Tango Foxtrot,35000000.0,23083334.0,8.155604,2016-03-04,,,
Desierto,0.0,0.0,6.073841,2015-04-12,,,
The Young Messiah,18500000.0,6490401.0,1.729199,2016-03-10,5.6,120.0,
The Perfect Match,0.0,0.0,3.150511,2016-03-11,,44.0,
Grimsby,35000000.0,25182929.0,13.912531,2016-02-24,,,
Swung,0.0,0.0,1.671062,2015-06-19,,,
Jesse Stone: Lost in Paradise,0.0,0.0,1.929064,2015-10-18,,,
Chemsex,0.0,0.0,2.611786,2015-11-23,,,
Home Invasion,0.0,0.0,2.679641,2016-02-02,,,
Dad's Army,0.0,0.0,4.14241,1971-03-12,,,
Carry On Henry,0.0,0.0,1.572535,1971-01-01,,,
Carry On Up the Jungle,0.0,0.0,1.286201,1970-01-03,,,
Carry On Matron,0.0,0.0,1.641968,1972-05-05,,,
Zero. Lilac Lithuania,0.0,0.0,1.230765,2006-09-08,,,
Hannibal Buress: Live From Chicago,300000.0,0.0,1.092819,2014-03-24,,,
Carry On at Your Convenience,0.0,0.0,1.571221,1971-12-10,,,
James White,0.0,0.0,3.227613,2015-01-23,,,
Carry On Abroad,0.0,0.0,2.102139,1972-12-01,,,
Lagerfeld Confidential,0.0,0.0,0.438339,2007-10-10,,,
Satan's Cheerleaders,0.0,0.0,0.221465,1977-06-01,,,
The Source,0.0,0.0,5.171689,2011-11-02,,,
Loki - Arnaldo Baptista,0.0,0.0,0.410066,2008-10-17,,,
Edith Stein: The Seventh Chamber,0.0,0.0,1.270125,1996-06-06,,,
Pirate's Passage,0.0,0.0,0.935899,2015-01-04,,,
Fanie Fourie's Lobola,0.0,0.0,0.346067,2013-03-01,,,
The Desert,0.0,0.0,0.327595,2013-01-01,,,
What the Bleep! Down the Rabbit Hole,0.0,138913.0,1.655202,2006-02-03,,,
The Dhamma Brothers,0.0,0.0,0.14527,2007-01-31,,,
Licks,0.0,0.0,0.255933,2013-07-27,,,
Dionysus in '69,0.0,0.0,0.14841,1972-10-30,,,
Cannibal,0.0,0.0,5.291742,2013-10-11,,,
Burning Man,0.0,0.0,7.846028,2011-09-10,,,
A War,0.0,1113277.0,4.749622,2015-09-10,,,
The Makeover,8000000.0,0.0,5.152674,2013-01-26,,,
Ho visto le stelle,0.0,0.0,0.403386,2003-12-19,,,
There's No Place Like Utopia,0.0,0.0,0.083811,2014-07-18,,,
Bad,2000000.0,0.0,1.925278,1987-08-31,,,
Michael Jackson's Thriller,1100000.0,0.0,17.85649,1983-12-02,,,
Ghosts,0.0,0.0,1.281344,1997-09-04,,,
Blood Widow,0.0,0.0,2.094547,2014-06-03,,,
Way of the Wicked,3000000.0,0.0,1.342395,2014-05-20,,,
Murder Rap: Inside the Biggie and Tupac Murders,0.0,0.0,0.808534,2015-08-08,,,
Top Spin,0.0,0.0,0.567031,2014-11-15,,,
Marie's Story,0.0,0.0,1.64304,2014-08-10,,,
Ticky Tacky,0.0,0.0,0.348758,2014-06-21,,,
Be With You,0.0,0.0,2.361066,2004-01-01,,,
Nannaku Prematho,0.0,0.0,0.85973,2016-01-13,,,
Blunt Force Trauma,1000000.0,0.0,2.559923,2015-10-05,,,
Lapland Odyssey 2,1730000.0,0.0,1.167688,2015-09-30,,,
Not Everybody's Lucky Enough to Have Communist Parents,0.0,0.0,0.359566,1993-12-01,,,
Submarine Patrol,0.0,0.0,0.928714,1938-11-25,,,
Miracles For Sale,0.0,0.0,0.360066,1939-08-14,,,
You Can't Get Away with Murder,0.0,0.0,0.108023,1939-03-23,,,
The Final Member,0.0,0.0,0.516928,2012-05-01,,,
Some Call It Loving,0.0,0.0,1.203444,1973-11-16,,,
The Suram Fortress,0.0,0.0,0.001251,1922-10-09,,,
Sum of Histories,0.0,0.0,0.404432,2015-09-30,,,
My Bromance,0.0,0.0,1.255406,2014-02-20,,,
Love's Coming,0.0,0.0,1.512438,2014-02-27,,,
Agnivarsha: The Fire and the Rain,0.0,25049.0,0.047908,2002-08-30,,,
Breaking Through,0.0,0.0,1.911115,2015-08-19,,,
Kill Game,0.0,0.0,0.862874,2015-12-05,,,
Misconduct,11000000.0,0.0,8.996087,2016-02-05,,,
"The First, the Last",0.0,0.0,1.551621,2016-01-27,,,
Bunker Palace Hotel,0.0,0.0,0.849358,1989-01-01,,,
The Remains of Nothing,0.0,0.0,0.102116,2004-09-11,,,
Trashed,0.0,0.0,0.914561,2012-12-13,,,
God Loves Uganda,0.0,0.0,0.482547,2013-10-11,,,
Odyssey in Rome,0.0,0.0,0.11153,2005-09-30,,,
From Afar,0.0,30169.0,2.412629,2016-01-21,,,
Domingo de carnaval,0.0,0.0,0.332315,1945-10-22,,,
As the Shadow,0.0,0.0,0.038902,2007-06-22,,,
Rosalie Blum,0.0,0.0,2.192453,2016-03-23,,,
Courted,0.0,0.0,3.139448,2015-11-18,,,
Taj Mahal,0.0,0.0,1.107576,2015-12-02,,,
Macadam Stories,0.0,0.0,3.041967,2015-05-17,,,
Valley of Love,0.0,0.0,1.6833,2015-06-17,,,
In the Shadow of Women,0.0,0.0,1.831295,2015-05-14,,,
Un plus une,0.0,0.0,3.302902,2015-12-09,,,
The Anarchists,0.0,0.0,1.968115,2015-11-11,,,
The Wait,0.0,0.0,2.03853,2015-09-17,,,
Family For Rent,0.0,0.0,6.618931,2015-08-19,,,
Lolo,0.0,24134.0,6.117335,2015-09-03,,,
Carry On Loving,0.0,0.0,2.393864,1970-09-20,,,
The Fear of Darkness,0.0,0.0,0.725264,2014-01-01,,,
The Fear of 13,0.0,0.0,1.824486,2015-10-15,,,
Mojin: The Lost Legend,37000000.0,278300000.0,4.209701,2015-12-18,,,
Trevor Noah: Crazy Normal,0.0,0.0,0.008274,2011-07-25,,,
Trevor Noah: The Daywalker,0.0,0.0,0.437904,2009-11-05,,,
Perfect Body,0.0,0.0,0.193592,1997-09-08,,,
Ma L'Amore... Sì,0.0,0.0,0.003796,2006-10-20,,,
13 days of October,0.0,0.0,0.211886,2015-09-10,,,
25 Carat,0.0,0.0,0.580317,2008-10-29,,,
Die Blindgänger,0.0,0.0,0.00253,2004-10-26,,,
Father,0.0,0.0,0.765538,2010-11-12,,,
Prosecuting Casey Anthony,0.0,0.0,1.499331,2013-01-19,,,
Freddie as F.R.O.7.,0.0,1119368.0,1.857632,1992-08-14,,,
Tutte le donne della mia vita,0.0,0.0,0.595967,2007-04-13,,,
Standing Army,264000.0,0.0,0.170093,2010-01-10,,,
Hungry,0.0,0.0,0.012941,2014-01-01,,,
Shark Swarm,0.0,0.0,2.012048,2008-01-01,,,
Piranha Sharks,0.0,0.0,1.35227,2015-08-06,,,
Humraaz,0.0,0.0,0.555975,2002-07-26,,,
Aap Mujhe Achche Lagne Lage,0.0,0.0,0.105846,2002-01-01,,,
Road,0.0,0.0,0.056473,2002-09-27,,,
Sur,0.0,0.0,0.04845,2002-09-13,,,
EK Chotti Si Love Story,0.0,0.0,0.072957,2002-09-06,,,
Hum Kisi Se Kum Nahin,0.0,0.0,0.170922,2002-05-31,,,
Na Tum Jaano Na Hum,350000.0,6100000.0,0.736613,2002-05-09,,,
Makdee,0.0,0.0,0.312925,2002-11-22,,,
Deewangee,0.0,0.0,0.524556,2002-10-25,,,
Raaz,0.0,0.0,0.521858,2002-02-01,,,
Jaani Dushman: Ek Anokhi Kahani,0.0,0.0,0.270886,2002-08-16,,,
Maine Dil Tujhko Diya,0.0,0.0,0.0558,2002-08-23,,,
Saathiya,0.0,0.0,1.492941,2002-12-20,,,
Kaante,0.0,0.0,0.738115,2002-12-20,,,
Carry On Again Doctor,0.0,0.0,2.730509,1969-12-05,,,
Convergence,0.0,0.0,2.743509,2015-01-01,,,
Southbound,0.0,0.0,5.596267,2015-09-17,,,
Hangman,0.0,0.0,2.055173,2015-03-14,,,
Mary Loss of Soul,0.0,0.0,0.411639,2015-10-01,,,
A Faster Horse,0.0,0.0,0.740328,2015-10-08,,,
Give Us the Moon,0.0,0.0,0.512585,1944-09-18,,,
The Weapon,0.0,0.0,0.116025,1957-05-17,,,
Carry on Admiral,0.0,0.0,0.107064,1957-05-14,,,
Expresso Bongo,0.0,0.0,0.117056,1959-12-01,,,
Jigsaw,0.0,0.0,0.369703,1962-08-21,,,
Arachnia,0.0,0.0,0.643247,2003-08-05,,,
Tarantulas: The Deadly Cargo,0.0,0.0,0.397274,1977-12-28,,,
Ogre,0.0,0.0,1.187773,2008-03-08,,,
Dinocroc,0.0,0.0,4.638634,2004-04-20,,,
Blood Surf,0.0,0.0,1.377073,2000-12-04,,,
The Monster of Piedras Blancas,0.0,0.0,0.116915,1959-04-22,,,
She's Lost Control,0.0,0.0,1.903051,2014-02-09,,,
Stephen Fry Live: More Fool Me,0.0,0.0,0.088605,2014-11-01,,,
The Cook,0.0,0.0,0.125203,1972-04-07,,,
We Can't Live Without Cosmos,0.0,0.0,0.696244,2014-08-21,,,
The Devil At Your Heels,300000.0,0.0,1e-06,1981-03-13,,,
Komodo vs. Cobra,450000.0,0.0,2.135274,2005-08-19,,,
Silent Predators,0.0,0.0,0.823598,1999-06-13,,,
Vipers,0.0,0.0,1.028443,2008-01-01,,,
Venomous,0.0,0.0,0.722512,2002-01-22,,,
Snakeman,1000000.0,0.0,0.579663,2005-04-09,,,
Silent Venom,0.0,0.0,1.151097,2009-06-02,,,
Stanley,0.0,0.0,0.040509,1972-05-23,,,
Oliver Sherman,0.0,0.0,0.827873,2011-02-04,,,
Mad at the Moon,0.0,0.0,1.225055,1992-09-16,,,
Wolves of Wall Street,0.0,0.0,0.776524,2002-12-31,,,
Chicago Boys,0.0,0.0,0.053101,2015-11-08,,,
Die Konferenz der Tiere,0.0,0.0,0.112502,1969-12-13,,,
Reggie's Prayer,0.0,0.0,0.008917,1996-08-01,,,
Soul of the Game,0.0,0.0,0.213655,1996-04-20,,,
Don King: Only in America,0.0,0.0,2.799851,1997-11-15,,,
Passing Glory,0.0,0.0,1.250784,1999-02-21,,,
Scrawl,0.0,0.0,1.039918,2015-10-17,,,
Final Impact,0.0,0.0,1e-06,1992-02-07,,,
The Intruder,0.0,0.0,0.457989,2010-10-19,,,
Hisss,10000000.0,0.0,0.403939,2010-10-22,,,
Jaws of Satan,0.0,0.0,1.026078,1981-07-24,,,
Lockjaw: Rise of the Kulev Serpent,0.0,0.0,0.681163,2008-07-14,,,
War Wolves,500000.0,0.0,0.787961,2009-03-08,,,
Werewolf: The Devil's Hound,0.0,0.0,0.334555,2007-05-17,,,
Wild Rebels,0.0,0.0,0.146782,1967-09-01,,,
Mr. St. Nick,0.0,0.0,0.197333,2002-10-17,,,
Cabin Fever,0.0,0.0,4.931373,2016-02-12,,,
Son of Mine,0.0,0.0,0.686589,2015-01-29,,,
Becoming Zlatan,0.0,0.0,1.49011,2016-02-17,,,
"Vous êtes très jolie, mademoiselle",0.0,0.0,0.073358,,,,
New York Nights,0.0,0.0,0.657513,1929-12-28,,,
Paris in Spring,0.0,0.0,1.163641,1935-05-27,,,
Silver Tongues,0.0,0.0,0.625666,2011-11-18,,,
The Commune,0.0,0.0,5.566138,2016-01-14,,,
Love Records,0.0,0.0,0.974151,2016-01-29,,,
The Bear That Wasn't,0.0,0.0,0.036478,1967-12-31,,,
Death Driver,0.0,0.0,0.000681,1977-09-01,,,
Rob the Bank,0.0,0.0,2.323818,1964-02-25,,,
Traffic Signal,0.0,0.0,0.044429,2007-02-07,,,
Tammy and the Doctor,0.0,0.0,0.241608,1963-05-29,,,
Tammy and the Millionaire,0.0,0.0,0.010139,1967-05-01,,,
The Art of Love,0.0,0.0,0.037318,1965-06-30,,,
Programming The Nation?,0.0,0.0,0.117849,2011-08-19,,,
The Sun Behind the Clouds: Tibet's Struggle for Freedom,0.0,0.0,0.006237,2010-01-20,,,
The Boxcar Children,5.0,0.0,0.929799,2014-08-05,,,
Goltzius and the Pelican Company,0.0,0.0,1.149191,2012-09-30,,,
"Butcher, Baker, Nightmare Maker",0.0,0.0,2.332268,1982-02-24,,,
Black Out,0.0,0.0,1.755129,2012-01-25,,,
Regular Show: The Movie,3000000.0,0.0,2.920392,2015-09-01,,,
Duelle,0.0,0.0,0.102022,1976-09-15,,,
The Pied Piper,0.0,0.0,1.541458,1986-09-01,,,
Bana Adını Sor,0.0,0.0,0.426635,2015-03-13,,,
Eddie: The Sleepwalking Cannibal,0.0,1632.0,2.025477,2012-04-22,,,
Beach Spike,1800000.0,0.0,0.879707,2011-07-07,,,
Ip Man 3,36000000.0,156844753.0,8.970494,2015-12-19,7.0,105.0,
Bhagam Bhag,0.0,0.0,0.524769,2006-12-22,,,
The Life of Guskou Budori,0.0,2.0,0.394173,2012-07-07,,,
Hanamizuki,0.0,0.0,0.651043,2010-06-21,,,
Please Teach Me English,0.0,0.0,0.763051,2003-01-01,,,
The Samurai of Ayothaya,0.0,0.0,1.348011,2010-12-02,,,
Cosas insignificantes,0.0,0.0,1.195679,2008-09-23,,,
Drei Männer im Schnee,0.0,0.0,0.215364,1955-07-14,,,
El rey de los huevones,0.0,0.0,0.041184,2006-08-31,,,
Scrambled Beer,250.0,0.0,0.003795,2007-03-10,,,
Serial Teachers,12000000.0,0.0,0.240446,2013-04-17,,,
Sing Sing,0.0,0.0,0.444312,1983-10-15,,,
Project-M,0.0,0.0,0.976485,2014-09-20,,,
The House in Montevideo,0.0,0.0,0.071476,1951-11-08,,,
Hokuspokus,0.0,0.0,0.083384,1953-08-31,,,
Above Dark Waters,2000000.0,0.0,0.598521,2013-09-06,,,
Thunder and Mud,0.0,0.0,0.12075,1990-02-12,,,
Balls to the Wall,0.0,0.0,0.555595,2011-04-30,,,
We Sold Our Souls for Rock 'n Roll,0.0,0.0,0.002915,2001-01-19,,,
H.O.T. Human Organ Traffic,0.0,0.0,0.004991,2009-10-18,,,
Good Luck,0.0,0.0,0.877542,2014-05-30,,,
Black Sea,0.0,0.0,0.050802,2009-01-30,,,
The Tangerine Bear: Home in Time for Christmas!,0.0,0.0,1.408414,2000-01-01,,,
The Legend of the Candy Cane,0.0,0.0,0.001295,2001-06-01,,,
Pinocchio's Christmas,0.0,0.0,0.040999,1980-12-03,,,
A Hen in the Wind,0.0,0.0,0.262956,1948-09-17,,,
The Conspiracy to Rule the World: From 911 to the Illuminati,0.0,0.0,0.075294,2009-08-11,,,
Infliction,0.0,0.0,0.101246,2012-01-01,,,
Santa's Little Helper,0.0,0.0,1.141,2015-11-17,,,
Love in the End,0.0,0.0,0.116854,2013-02-13,,,
Requisitos para ser una persona normal,0.0,0.0,2.016359,2015-06-04,,,
The Polar Bear,0.0,0.0,0.779077,1998-11-12,,,
Lord Montagu,0.0,0.0,0.048548,2013-04-04,,,
Bayou Blue,0.0,0.0,0.060943,2011-11-23,,,
As the Palaces Burn,0.0,0.0,0.639113,2014-01-27,,,
About Scout,0.0,0.0,0.515234,2015-04-25,,,
A Sunday Horse,0.0,0.0,1.887931,2016-02-15,,,
Doomed! The Untold Story of Roger Corman's The Fantastic Four,50000.0,0.0,0.851054,2015-07-10,,,
The Day Silence Died,0.0,0.0,0.073531,1999-07-02,,,
From Me To You,0.0,0.0,1.42545,2010-09-25,,,
Mastizaade,0.0,0.0,2.053519,2016-01-29,,,
Django's Cut Price Corpses,0.0,0.0,0.373369,1971-05-03,,,
The Devil's Wedding Night,0.0,0.0,0.926611,1973-04-01,,,
Who Killed Chea Vichea?,350000.0,0.0,0.005882,2010-01-01,,,
If I Should Die Before I Wake,0.0,0.0,0.083797,1952-04-29,,,
The River and Death,0.0,0.0,0.483034,1955-06-30,,,
Daniel & Ana,0.0,0.0,1.39526,2009-05-18,,,
Las Poquianchis,0.0,0.0,0.824564,1976-11-17,,,
Black Wind,0.0,0.0,0.155926,1964-01-02,,,
Addictions and Subtractions,1500000.0,0.0,0.66142,2004-09-22,,,
Used Parts,0.0,0.0,0.276641,2007-04-18,,,
National Mechanics,0.0,0.0,0.148701,1972-12-28,,,
Las bicicletas son para el verano,0.0,0.0,0.151026,1984-01-20,,,
Benjamín's Wife,0.0,0.0,0.222001,1991-01-02,,,
War of the Birds,0.0,0.0,0.565231,1990-07-01,,,
Elisa Before the End of the World,0.0,0.0,0.619812,1997-06-22,,,
Ciudad de Ciegos,0.0,0.0,0.087611,1991-10-31,,,
Black Butterfly,0.0,0.0,0.353809,2006-11-01,,,
Ninja USA,0.0,0.0,0.531679,1985-01-01,,,
Foreign Parts,0.0,0.0,0.112771,2010-08-09,,,
Pig,0.0,0.0,0.767653,2011-04-16,,,
Shakespeare and Victor Hugo's Intimacies,0.0,0.0,0.223269,2009-11-13,,,
Transmorphers Fall of Man,0.0,0.0,1.716174,2009-06-30,,,
Atlantic Rim,0.0,0.0,0.127455,2013-07-09,,,
AE: Apocalypse Earth,1000000.0,0.0,2.838956,2013-05-28,,,
AVH: Alien vs. Hunter,0.0,0.0,0.619336,2007-12-18,,,
Please Subscribe,0.0,0.0,0.925468,2013-03-23,,,
Please Kill Mr. Know It All,0.0,0.0,0.095686,2013-04-14,,,
Jerusalem,0.0,0.0,1.758496,2013-11-16,,,
Road to Your Heart,0.0,0.0,0.501787,2014-02-14,,,
Becoming Bulletproof,0.0,0.0,0.127016,2015-03-26,,,
"Me, a Groupie",0.0,0.0,1.059342,1970-11-26,,,
Jim: The James Foley Story,0.0,0.0,1.149859,2016-01-23,,,
Sing Your Way Home,0.0,0.0,0.518113,1945-11-14,,,
The War Against Mrs. Hadley,0.0,0.0,0.080791,1942-08-07,,,
Vortex,0.0,0.0,0.149484,2009-09-04,,,
Nightmare Code,0.0,0.0,0.243615,2014-01-01,,,
First Ascent: The Series,0.0,0.0,0.008397,2010-01-01,,,
Main Madhuri Dixit Banna Chahti Hoon!,0.0,0.0,0.0,,,,
Jaal: The Trap,0.0,0.0,0.359771,2003-07-18,,,
Calcutta Mail,0.0,0.0,0.00972,2003-06-30,,,
Dhund: The Fog,0.0,0.0,0.003396,2003-02-21,,,
Chura Liyaa Hai Tumne,0.0,0.0,0.056129,2003-01-01,,,
Saaya,0.0,0.0,0.093072,2003-07-03,,,
Qayamat: City Under Threat,0.0,0.0,0.055968,2003-07-11,,,
Khel,0.0,0.0,0.073323,2003-11-11,,,
LOC: Kargil,0.0,0.0,0.108233,2003-12-12,,,
Hawa,0.0,0.0,0.002361,2003-07-04,,,
Ishq Vishk,0.0,0.0,0.39998,2003-04-10,6.1,145.0,
Khushi,0.0,0.0,0.712619,2003-02-07,,,
Zameen,0.0,0.0,0.362692,2003-09-26,,,
Paap,0.0,0.0,0.22653,2003-12-20,,,
Gangaajal,0.0,0.0,0.628507,2003-08-29,7.8,157.0,
The Veil,4000000.0,0.0,10.087243,2016-04-21,,,
The Grave Digger,0.0,0.0,0.042332,2010-01-01,,,
Talking Heads,0.0,0.0,0.00195,1980-01-01,,,
Demons,0.0,0.0,0.012236,1971-02-13,,,
Ode to My Father,0.0,0.0,1.005648,2014-12-17,,,
Pitbull. New Order,0.0,0.0,1.921469,2016-01-22,,,
Pitbull,0.0,0.0,0.547948,2005-04-09,,,
El hijo del cura,0.0,0.0,0.281148,1982-09-17,,,
The Matthew Shepard Story,0.0,0.0,0.708303,2002-03-16,,,
Naked Soldier,0.0,0.0,1.170411,2012-08-15,,,
Flyin' Ryan,0.0,0.0,0.003331,2003-04-30,,,
The Chatroom,0.0,0.0,0.002495,2002-01-01,,,
L'abbiamo fatta grossa,0.0,0.0,2.908434,2016-01-28,,,
Cousin Jules,0.0,0.0,0.451329,1972-05-01,,,
The Alphabet,0.0,0.0,1.906062,1968-01-01,,,
Murder,0.0,0.0,0.387378,2004-04-02,,,
Khakee,0.0,0.0,1.393286,2004-01-23,,,
Fida,0.0,0.0,0.2506,2004-08-20,5.4,122.0,
Madhoshi,0.0,0.0,0.100055,2004-09-24,,,
Krishna Cottage,0.0,0.0,0.541131,2004-07-30,5.1,124.0,
Kismat,0.0,0.0,0.978406,2004-02-20,,,
Garv: Pride and Honour,1300000.0,11000000.0,0.386315,2004-07-09,,,
Rudraksh,0.0,0.0,0.4773,2004-02-13,,,
Vaastu Shastra,0.0,0.0,0.002574,2004-10-22,,,
Deewaar: Let's Bring Our Heroes Home,0.0,0.0,0.003405,2004-06-25,,,
Asambhav,0.0,0.0,0.657994,2004-07-22,,,
Ek Hasina Thi,0.0,0.0,0.47165,2004-01-16,,,
Bardaasht,0.0,0.0,0.146308,2004-04-23,,,
Lakeer - Forbidden Lines,0.0,0.0,0.087731,2004-05-14,,,
Taarzan: The Wonder Car,0.0,0.0,0.072964,2004-08-06,,,
Plan,0.0,0.0,0.043816,2004-01-08,,,
Dil Ne Jise Apna Kahaa,0.0,0.0,0.281065,2004-09-10,,,
Rakht,0.0,0.0,0.761261,2004-09-22,,,
Run,0.0,0.0,0.714987,2004-01-29,,,
"In Youth, Beside the Lonely Sea",0.0,0.0,0.036477,1925-04-09,,,
Panorama of Eiffel Tower,0.0,0.0,0.071812,1900-01-01,,,
Eiffel Tower from Trocadero Palace,0.0,0.0,0.036477,1900-08-21,,,
Palace of Electricity,0.0,0.0,0.071779,1900-01-01,,,
Champs de Mars,0.0,0.0,0.204704,1900-08-21,,,
Scene from the Elevator Ascending Eiffel Tower,0.0,0.0,0.071815,1900-08-21,,,
"Captain Nissen Going Through Whirlpool Rapids, Niagara Falls",0.0,0.0,0.071756,1901-10-21,,,
Down the Hudson,0.0,0.0,0.071759,1903-03-22,,,
The Ghost Train,0.0,0.0,0.036488,1901-01-21,,,
"Panorama View, Street Car Motor Room",0.0,0.0,0.100843,1904-05-22,,,
Melody on Parade,0.0,0.0,0.036471,1936-06-17,,,
La cartomancienne,0.0,0.0,0.036477,1932-04-17,,,
Pie in the Sky,0.0,0.0,0.051255,1935-04-09,,,
Oil: A Symphony in Motion,0.0,0.0,0.100461,1933-05-01,,,
Vai Que Cola - O Filme,0.0,0.0,2.792306,2015-10-01,,,
Os Caras de Pau em O Misterioso Roubo do Anel,0.0,0.0,0.747073,2014-12-25,,,
