title,budget,revenue,popularity,release_date,imdb_score,runtime,genres
For Pete's Sake,0.0,0.0,1.266873,1974-06-26,,,
Twenty Bucks,0.0,0.0,2.324847,1993-10-21,,,
Do Not Disturb,0.0,0.0,6.608293,1999-11-04,,,
Deceived,0.0,0.0,13.541552,1991-09-27,,,
Room Service,0.0,0.0,1.782967,1938-09-30,,,
Desert Saints,0.0,0.0,4.464532,2002-03-10,,,
Caterina in the Big City,0.0,0.0,3.162693,2003-10-24,,,
My Friends,0.0,0.0,4.876771,1975-06-06,,,
At the Circus,0.0,0.0,1.149676,1939-10-20,,,
The Outfit,0.0,0.0,2.111084,1973-10-01,,,
Modigliani,12000000.0,0.0,7.275868,2004-05-18,,,
Broadway Melody of 1940,0.0,0.0,0.974162,1940-02-09,,,
The I Inside,8800000.0,0.0,3.561706,2004-01-15,,,
War of the Worlds,132000000.0,591739379.0,19.929377,2005-06-28,6.5,117.0,
My Brilliant Career,0.0,0.0,0.773123,1979-08-17,,,
Godzilla vs. Hedorah,250000.0,0.0,2.631502,1971-07-24,,,
Gambit,0.0,0.0,3.035438,1966-12-16,,,
Billion Dollar Brain,0.0,0.0,2.129835,1967-11-02,,,
March of the Penguins,8000000.0,127392239.0,9.435123,2005-01-26,,,
Right Now,0.0,0.0,0.236106,2004-12-08,,,
Julian Po,0.0,0.0,0.300345,1997-09-05,,,
The God Who Wasn't There,0.0,0.0,1.394269,2005-05-21,,,
Black Belt Jones,0.0,0.0,1.753585,1974-01-29,,,
Rebound,45000000.0,16809014.0,4.373457,2005-07-01,,,
Bonjour Monsieur Shlomi,0.0,0.0,0.298155,2003-04-03,,,
The Inner Circle,0.0,0.0,0.308439,1991-12-25,,,
Dark Water,30000000.0,25473093.0,6.53565,2005-06-27,,,
The Beat That My Heart Skipped,0.0,0.0,6.80183,2005-02-17,,,
Fantastic Four,100000000.0,330579719.0,19.382082,2005-06-29,,,
Murderball,300000.0,1750211.0,1.687901,2005-07-22,,,
Saraband,0.0,0.0,3.464937,2003-12-01,,,
Julie Johnson,0.0,0.0,0.324143,2001-01-01,,,
Wedding Crashers,40000000.0,285176741.0,11.100597,2005-07-14,,,
Happy Endings,0.0,0.0,3.499985,2005-01-20,7.8,21.0,
C.H.O.M.P.S.,0.0,0.0,0.009919,1979-12-21,,,
The Hindenburg,15000000.0,0.0,2.659356,1975-12-25,,,
Staying Together,0.0,0.0,0.637,1989-01-01,,,
Twin Sitters,0.0,0.0,2.094195,1994-10-01,,,
Conflict,0.0,0.0,1.720804,1945-06-15,,,
Russian Dolls,13000000.0,23727301.0,6.361343,2005-06-15,,,
The Crippled Masters,0.0,0.0,0.512085,1979-12-31,,,
General Della Rovere,0.0,0.0,3.566556,1959-10-07,,,
Rick,0.0,0.0,0.331349,2003-01-01,,,
No Blade of Grass,0.0,0.0,0.798969,1970-10-23,,,
A Time to Love and a Time to Die,0.0,0.0,1.640077,1958-07-09,,,
The Big Sky,140.0,0.0,1.898482,1952-08-19,,,
Fighter In The Wind,6000000.0,0.0,2.145287,2004-08-12,,,
Pornography,0.0,0.0,1.610562,2003-09-19,,,
Symmetry,0.0,0.0,0.593173,2003-09-16,,,
Karol: A Man Who Became Pope,0.0,0.0,1.1978,2005-04-18,,,
Family Resemblances,0.0,0.0,2.102816,1996-11-06,,,
Hustle & Flow,8000000.0,23563727.0,7.422267,2005-07-22,,,
Hardware,1500000.0,5728953.0,6.026159,1990-09-14,,,
The Appaloosa,0.0,0.0,1.883122,1966-09-14,,,
Journey Into Fear,0.0,0.0,2.131714,1943-02-11,,,
The Calcium Kid,0.0,0.0,2.923272,2004-01-01,,,
Funny Ha Ha,0.0,76901.0,1.147626,2002-09-20,,,
The Island,126000000.0,162949164.0,11.443647,2005-07-20,,,
Bad News Bears,30000000.0,34252847.0,4.469459,2005-07-22,,,
The Devil's Rejects,0.0,0.0,12.221507,2005-07-22,,,
Last Days,0.0,1928985.0,4.790012,2005-05-13,,,
November,0.0,0.0,0.391031,2003-09-26,,,
Sky High,35000000.0,86369815.0,8.061423,2005-07-29,5.6,121.0,
Stealth,135000000.0,76932943.0,13.89018,2005-07-28,,,
Must Love Dogs,30000000.0,58405313.0,9.378926,2005-07-21,,,
The Aristocrats,0.0,0.0,3.898364,2005-01-01,,,
Twice in a Lifetime,0.0,0.0,0.86176,1985-10-23,,,
Georgy Girl,0.0,0.0,1.981755,1966-08-04,,,
This Is My Life,0.0,0.0,1.377577,1992-02-21,,,
The Music Lovers,0.0,0.0,1.049339,1970-12-01,,,
Kiss and Make-Up,0.0,0.0,0.632989,1934-07-13,,,
Killer Condom,0.0,0.0,4.67538,1996-08-02,,,
A Touch of Spice,0.0,0.0,1.331633,2003-10-24,,,
Dust Devil,8000000.0,0.0,11.774191,1992-08-08,,,
Phone,0.0,0.0,2.28971,2002-07-26,,,
The Order,0.0,0.0,5.167183,2001-12-10,6.7,48.0,
Serenity,39000000.0,38869464.0,11.919995,2005-08-25,,,
The End of Suburbia: Oil Depletion and the Collapse of the American Dream,0.0,0.0,0.319883,2004-05-05,,,
Let's Get Lost,0.0,0.0,0.081978,1988-09-15,,,
The Talent Given Us,0.0,0.0,0.111352,2004-06-11,,,
Sholay,0.0,0.0,3.618832,1975-08-15,,,
Broken Flowers,10000000.0,45742101.0,6.589304,2005-05-17,,,
Mr. Canton and Lady Rose,0.0,0.0,7.170685,1989-06-15,,,
Christmas in August,0.0,0.0,1.330697,1998-01-24,,,
Hum Dil De Chuke Sanam,0.0,0.0,1.531604,1999-06-18,,,
Baby Face,187000.0,0.0,3.363332,1933-07-12,,,
The Star,0.0,0.0,1.049345,1952-12-11,,,
The Browning Version,0.0,0.0,1.039215,1951-04-06,,,
Fourteen Hours,0.0,0.0,0.849681,1951-04-01,,,
The Heart is Deceitful Above All Things,74050.0,176153.0,2.789574,2004-09-15,,,
Whispering Corridors,600000.0,0.0,1.219861,1998-05-30,,,
Man-Thing,7500000.0,143000.0,6.11959,2005-04-21,,,
Berserk,0.0,0.0,1.321551,1967-11-01,,,
The Dukes of Hazzard,50000000.0,110803676.0,9.039467,2005-08-05,,,
The Chumscrubber,0.0,0.0,4.465962,2005-06-08,,,
Secuestro Express,0.0,0.0,0.586761,2005-01-01,,,
Junebug,0.0,0.0,4.473848,2005-08-03,,,
Deuce Bigalow: European Gigolo,22000000.0,22400154.0,5.341117,2005-08-06,,,
The Skeleton Key,43000000.0,91974818.0,10.947957,2005-07-29,,,
Four Brothers,45000000.0,92374674.0,6.84109,2005-08-11,6.8,109.0,
The Great Raid,80000000.0,10166502.0,14.987902,2005-08-12,,,
Asylum,0.0,0.0,2.721316,2005-09-09,,,
Pretty Persuasion,0.0,0.0,9.880711,2005-01-22,,,
Grizzly Man,0.0,0.0,8.535339,2005-08-12,,,
The Tree of Wooden Clogs,0.0,0.0,2.660443,1978-09-21,,,
The Girl in the Café,0.0,0.0,3.829855,2005-06-25,,,
The 24th Day,0.0,0.0,4.914501,2004-05-06,,,
Prime Cut,0.0,0.0,3.156583,1972-06-28,,,
The Best of Everything,0.0,0.0,1.022321,1959-10-09,,,
Summer Magic,0.0,0.0,1.03185,1963-07-07,,,
The Three Stooges Meet Hercules,0.0,0.0,0.484868,1962-02-15,,,
Race with the Devil,0.0,0.0,2.621146,1975-06-01,,,
Acacia,2000000.0,0.0,1.46791,2003-10-17,,,
Mermaid Chronicles Part 1: She Creature,0.0,0.0,2.088049,2001-12-20,,,
Attila,0.0,0.0,9.563499,2001-01-01,,,
Un Flic,0.0,0.0,2.143949,1972-09-30,,,
One Point O,0.0,0.0,2.399033,2004-03-19,,,
My Date with Drew,0.0,0.0,1.210937,2005-08-05,,,
Private Resort,0.0,331816.0,4.966657,1985-05-03,,,
Pusher II: With Blood on My Hands,0.0,0.0,5.178284,2004-12-25,,,
A Woman Rebels,0.0,0.0,0.34544,1936-11-06,,,
Duma,12000000.0,0.0,7.53788,2005-04-22,,,
Bitter Victory,0.0,0.0,4.126816,1957-08-28,,,
Lila Says,0.0,0.0,1.874371,2004-11-01,,,
Doomed to Die,0.0,0.0,0.456508,1940-08-12,,,
Animal Farm,0.0,0.0,5.040993,1954-12-29,,,
Winter Soldier,0.0,0.0,0.51934,1972-01-27,,,
The Third Wheel,0.0,0.0,2.710482,2002-05-31,,,
The Sea,0.0,0.0,1.454165,2002-09-13,,,
Teen Witch,0.0,27843.0,4.649104,1989-04-28,,,
The Last of Mrs. Cheyney,0.0,0.0,1.72531,1937-02-19,,,
Homesick,0.0,0.0,0.113661,2005-09-12,,,
Cast a Deadly Spell,0.0,0.0,2.662262,1991-01-01,,,
Movie Movie,0.0,0.0,0.018017,1978-11-01,,,
The Teahouse of the August Moon,0.0,0.0,0.678003,1956-01-01,,,
Do Fish Do It?,0.0,0.0,0.174769,2002-08-15,,,
Black,0.0,733094.0,2.854219,2005-02-04,4.4,90.0,
Black,0.0,733094.0,2.854219,2005-02-04,8.0,78.0,
The 40 Year Old Virgin,26000000.0,109449237.0,11.519662,2005-08-11,,,
Who Killed Bambi?,0.0,0.0,0.682994,2003-12-24,,,
Contraband,4490331.0,0.0,0.075064,1940-05-11,,,
The Toolbox Murders,0.0,0.0,4.710011,2004-11-12,,,
Red Eye,26000000.0,57891803.0,6.336927,2005-08-04,,,
Lightning Bug,0.0,0.0,1.057788,2004-04-09,,,
Man of the West,0.0,0.0,3.47428,1958-09-30,,,
Main Hoon Na,0.0,0.0,2.869463,2004-04-30,7.0,179.0,
Dilwale Dulhania Le Jayenge,13200000.0,100000000.0,34.457024,1995-10-20,,,
Dreamchild,0.0,0.0,1.412097,1985-10-04,,,
Miss Sweden,0.0,0.0,0.739267,2004-03-09,,,
My Cousin Rachel,0.0,0.0,0.697959,1952-12-25,,,
Caché,0.0,36000000.0,5.69586,2005-05-02,,,
Nobody Will Speak of Us When We're Dead,0.0,0.0,0.632308,1995-09-16,,,
Asterix & Obelix Take on Caesar,0.0,1644060.0,8.150265,1999-02-01,,,
The Key,0.0,0.0,2.029832,1958-05-28,,,
Strings,0.0,0.0,2.580159,2004-10-24,,,
Kin-dza-dza!,0.0,0.0,5.736763,1986-12-01,,,
Comrades: Almost a Love Story,0.0,0.0,1.851502,1996-11-02,,,
Supercross,0.0,3102550.0,2.350811,2005-08-16,,,
Valiant,35000000.0,19478106.0,11.836827,2005-03-25,,,
The Brothers Grimm,88000000.0,105316267.0,15.66148,2005-08-26,,,
The Desperadoes,0.0,0.0,0.513797,1943-05-25,,,
Black Dragons,0.0,0.0,0.640341,1942-03-06,,,
The Holy Girl,1400000.0,0.0,0.669179,2004-05-06,,,
They Came Back,0.0,0.0,1.182462,2004-10-27,,,
The Baxter,0.0,0.0,2.896563,2005-04-24,,,
The Cave,30000000.0,15007991.0,8.077253,2005-08-25,5.1,97.0,
Undiscovered,9000000.0,1046166.0,1.494688,2005-08-26,,,
Dirty Deeds,0.0,0.0,2.850711,2005-08-26,,,
The Constant Gardener,25000000.0,82466670.0,11.556484,2005-08-31,,,
Transporter 2,32000000.0,85167639.0,11.359659,2005-08-02,,,
Margaret Cho: Assassin,0.0,0.0,0.074589,2005-10-23,,,
Just Like Heaven,58000000.0,102854431.0,8.351773,2005-09-16,6.7,95.0,
Proof,20000000.0,7535331.0,7.983902,2005-09-05,,,
Lord of War,42000000.0,24127895.0,8.745216,2005-09-16,,,
Venom,0.0,0.0,4.871297,2005-09-16,,,
Cry_Wolf,1000000.0,10047674.0,9.454335,2005-09-16,,,
Everything is Illuminated,7000000.0,2697930.0,7.738924,2005-09-16,,,
Thumbsucker,0.0,1919197.0,5.884228,2005-01-23,,,
The Thing About My Folks,0.0,0.0,2.390913,2005-01-01,,,
HellBent,0.0,0.0,1.300187,2004-01-01,,,
G,0.0,3020784.0,0.884526,2002-05-10,,,
In Old Chicago,0.0,0.0,2.599163,1937-04-14,,,
Now and Forever,0.0,0.0,0.557452,1934-08-31,,,
L.A. Without a Map,0.0,0.0,2.280865,1998-09-11,,,
Where Angels Fear to Tread,0.0,0.0,0.852183,1991-06-21,,,
Family Guy Presents Stewie Griffin: The Untold Story,0.0,0.0,6.365552,2005-07-23,,,
Born in Flames,0.0,0.0,0.000578,1983-11-03,,,
Revenge of the Ninja,0.0,13168027.0,13.762328,1983-09-07,,,
Sometimes in April,0.0,0.0,3.687491,2005-02-17,,,
Bookies,0.0,0.0,1.841633,2003-01-01,,,
Angel In My Pocket,0.0,0.0,0.05684,1969-04-02,,,
Police Story 2,0.0,0.0,6.447628,1988-08-13,,,
Le Jour se Lève,0.0,0.0,2.183613,1939-06-08,,,
International House,0.0,0.0,1.106024,1933-05-27,,,
New Police Story,0.0,0.0,14.177645,2004-09-23,,,
The Edge of the World,0.0,0.0,0.354044,1937-09-10,,,
Golden Boy,0.0,0.0,1.078091,1939-09-05,,,
Go West,0.0,0.0,4.217156,1940-12-06,,,
Why We Fight,0.0,0.0,6.908381,2005-01-01,,,
Companeros,0.0,0.0,2.446983,1970-12-18,,,
Will Penny,0.0,0.0,4.010324,1967-12-19,,,
200 Motels,679000.0,0.0,1.307196,1971-11-10,,,
Gertrud,0.0,0.0,2.13253,1964-12-19,,,
Come Drink with Me,0.0,0.0,3.116449,1966-04-07,,,
Kitty Foyle,0.0,0.0,3.487313,1940-12-27,,,
Doom,60000000.0,55987321.0,11.953553,2005-10-20,,,
Domino,50000000.0,22944502.0,6.394143,2005-09-22,,,
Waiting...,3000000.0,18637690.0,5.054419,2005-10-07,,,
Æon Flux,62000000.0,52304001.0,12.201912,2005-11-30,,,
Frankenstein 90,0.0,0.0,0.000195,1984-08-14,,,
Wedlock,0.0,0.0,2.059349,1991-05-10,,,
An Unfinished Life,30000000.0,18618284.0,7.761954,2005-09-09,,,
The Man,0.0,12382362.0,11.127884,2005-09-08,,,
Survive Style 5+,0.0,0.0,2.336334,2004-09-25,,,
Woyzeck,0.0,0.0,2.828665,1979-05-25,,,
It's a Gift,0.0,0.0,1.837549,1934-11-30,,,
Zozo,5600000.0,0.0,0.58851,2005-08-05,6.5,105.0,
Blue Hill Avenue,0.0,0.0,3.98148,2001-01-01,,,
Chapter Two,0.0,0.0,0.706906,1979-12-14,,,
16 Years of Alcohol,0.0,0.0,1.129269,2003-08-14,,,
The Exorcism of Emily Rose,19000000.0,144216468.0,10.966015,2005-09-09,,,
Flightplan,55000000.0,223387299.0,12.419851,2005-09-22,,,
Corpse Bride,40000000.0,117195061.0,12.920032,2005-09-09,7.3,77.0,
Green Street Hooligans,0.0,3154346.0,7.772618,2005-09-09,,,
A History of Violence,32000000.0,60740827.0,11.119707,2005-09-23,,,
Oliver Twist,50000000.0,42093706.0,12.369935,2005-09-23,,,
The Greatest Game Ever Played,25000000.0,15431177.0,6.969342,2005-09-30,,,
Capote,7000000.0,49084830.0,6.01272,2005-09-30,,,
The Story of Vernon and Irene Castle,0.0,0.0,1.583306,1939-03-29,,,
The Anderson Tapes,3000000.0,0.0,4.16741,1971-06-17,,,
Born to Fight,0.0,0.0,0.682037,2004-08-05,,,
Final Fantasy VII: Advent Children,0.0,0.0,15.260291,2005-07-14,,,
Cockles and Muscles,0.0,0.0,2.542936,2005-03-30,,,
Roll Bounce,0.0,0.0,2.431197,2005-09-23,,,
Daltry Calhoun,3000000.0,0.0,1.571192,2005-09-25,,,
Into the Blue,50000000.0,44434439.0,10.022102,2005-09-30,,,
"The Prize Winner of Defiance, Ohio",0.0,0.0,2.270224,2005-09-28,,,
Mirrormask,4000000.0,866999.0,5.354783,2005-01-25,,,
Kwik Stop,0.0,0.0,0.391217,2001-04-21,,,
Innocence,0.0,0.0,4.306859,2004-12-01,,,
4,0.0,0.0,0.785054,2005-01-28,,,
Book of Love,0.0,0.0,1.015492,2004-01-18,,,
American Yakuza,0.0,0.0,0.854563,1993-01-01,,,
The Flowers of St. Francis,0.0,0.0,1.088237,1950-12-14,,,
Madhouse,0.0,0.0,2.88883,2004-07-30,,,
Man to Man,0.0,0.0,0.848599,2005-04-13,,,
Münchhausen,0.0,0.0,1.766023,1943-03-05,,,
Medea,0.0,0.0,1.485953,1988-01-01,,,
The Curse of the Were-Rabbit,30000000.0,192452832.0,11.766244,2005-09-04,,,
Seven Swords,0.0,0.0,4.360738,2005-07-25,,,
Kiss Kiss Bang Bang,15000000.0,15785148.0,11.76054,2005-09-05,,,
Whispering Corridors 3: Wishing Stairs,0.0,0.0,2.768803,2003-08-01,,,
A Bittersweet Life,0.0,0.0,10.237072,2005-03-31,,,
Dumplings,0.0,0.0,3.382258,2004-08-19,,,
A Short Film About Love,0.0,0.0,3.500562,1988-01-01,,,
"All This, and Heaven Too",0.0,0.0,0.976563,1940-07-13,,,
Bubble,1600000.0,0.0,3.185256,2005-09-03,6.5,101.0,
Beowulf & Grendel,0.0,92076.0,5.606454,2005-09-14,,,
No Direction Home: Bob Dylan,2000000.0,0.0,2.8026,2005-07-21,,208.0,
Valerie and Her Week of Wonders,0.0,0.0,2.682013,1970-10-10,,,
Everybody's Fine,0.0,0.0,1.263396,1990-05-20,,,
Hail the Conquering Hero,0.0,0.0,1.405996,1944-08-09,,,
Goal!: The Dream Begins,30000000.0,27610873.0,9.783762,2005-06-06,,,
Forty Shades of Blue,1500000.0,0.0,0.632369,2005-12-07,,,
Touch the Sound,0.0,0.0,0.347049,2004-09-10,,,
Angels in America,60000000.0,0.0,6.386873,2003-12-07,,,
Speak,1000000.0,0.0,6.66323,2004-01-20,,,
The Wraith,2700000.0,3500000.0,7.657918,1986-11-21,,,
Factotum,0.0,0.0,3.021445,2005-04-25,,,
Sweet Movie,0.0,0.0,3.532272,1974-06-12,,,
By Dawn's Early Light,0.0,0.0,6.6716,1990-05-19,,,
Don't Come Knocking,11000000.0,0.0,3.348019,2005-05-19,,,
Bullets or Ballots,0.0,0.0,2.25051,1936-06-06,,,
In Her Shoes,0.0,83073883.0,8.63229,2005-10-07,,,
Mother of Mine,3500000.0,0.0,3.075638,2005-09-30,,,
The Ketchup Effect,2.0,0.0,2.070162,2004-01-24,,,
55 Days at Peking,17000000.0,10000000.0,2.972529,1963-05-06,,,
Dead & Breakfast,0.0,0.0,2.436203,2004-03-16,,,
Freeze Frame,0.0,0.0,2.352193,2004-05-01,,,
Punishment Park,0.0,0.0,2.304455,1971-05-09,,,
The Mating Game,0.0,0.0,0.352351,1959-04-29,,,
The Squid and the Whale,1500000.0,11098131.0,10.952762,2005-10-05,,,
Two for the Money,35000000.0,30526509.0,9.003792,2005-10-07,,,
Separate Lies,0.0,0.0,1.14753,2005-09-16,,,
Fourteen Sucks,0.0,0.0,0.304105,2004-10-29,,,
Star Wreck: In the Pirkinning,16398.0,0.0,7.759197,2005-08-20,,,
Evelyn Prentice,0.0,0.0,0.715067,1934-11-09,,,
Brokeback Mountain,14000000.0,178043761.0,11.787044,2005-09-02,,,
Blue Vinyl,0.0,0.0,0.152845,2002-01-01,,,
Elizabethtown,57000000.0,52034889.0,11.82081,2005-10-06,,,
North Country,35000000.0,25224242.0,8.781298,2005-02-12,,,
Leila,0.0,0.0,0.465891,1997-04-25,4.7,46.0,
"Good Night, and Good Luck.",7000000.0,54600000.0,7.523098,2005-09-16,,,
Li'l Abner,0.0,0.0,0.611118,1959-12-11,,,
Dreamer: Inspired By a True Story,0.0,0.0,7.811933,2005-09-10,6.8,106.0,
The Profession of Arms,0.0,0.0,0.915968,2001-05-11,,,
Detective Story,0.0,0.0,2.475492,1951-11-01,,,
The Proposition,2000000.0,5048693.0,9.387212,2005-10-06,,,
The Gospel,0.0,0.0,1.109339,2005-10-07,,,
Dandelion,0.0,0.0,1.063378,2004-01-01,,,
C.S.A.: The Confederate States of America,0.0,0.0,2.106051,2004-01-01,,,
The Fog,18000000.0,46201432.0,9.929809,2005-10-14,,,
Loggerheads,0.0,0.0,1.92853,2005-10-14,,,
Left Behind III: World at War,0.0,0.0,0.756699,2005-01-01,,,
Protocols Of Zion,0.0,0.0,0.479049,2005-03-04,,,
Living 'til the End,0.0,0.0,0.221851,2005-10-21,,,
Shopgirl,10284523.0,11588205.0,4.349046,2005-10-21,,,
Kids in America,0.0,0.0,2.524746,2005-10-21,,,
Where the Truth Lies,25000000.0,0.0,3.750466,2005-10-07,,,
Barely Legal,0.0,0.0,6.986182,2003-05-15,,,
Emmanuel's Gift,0.0,23578.0,0.262384,2005-10-21,,,
Stay,50000000.0,8342132.0,6.572049,2005-09-24,,,
Confess,0.0,0.0,1.315509,2005-01-01,,,
The Legend of Zorro,75000000.0,142400065.0,8.940007,2005-10-24,,,
God's Sandbox,0.0,0.0,0.024891,2002-06-06,,,
New York Doll,0.0,0.0,0.329019,2005-01-01,,,
The Weather Man,20000000.0,12482775.0,8.345866,2005-10-20,,,
Saw II,4000000.0,152925093.0,15.399863,2005-10-28,,,
Prime,0.0,0.0,6.916209,2005-09-21,,,
One Wonderful Sunday,0.0,0.0,1.111592,1947-06-25,,,
Will Success Spoil Rock Hunter?,0.0,0.0,0.95743,1957-07-29,,,
Don't Move,0.0,11837022.0,2.855055,2004-03-12,,,
Three Rooms of Melancholia,0.0,0.0,0.300164,2004-12-28,,,
"Race for Your Life, Charlie Brown",0.0,0.0,1.219274,1977-08-24,,,
Jerusalem,0.0,0.0,0.192726,1996-09-05,,,
"A Genius, Two Friends, and an Idiot",0.0,0.0,3.678782,1975-12-16,,,
Teorema,0.0,0.0,2.136487,1968-09-04,,,
Little Fish,0.0,0.0,4.066487,2005-07-19,,,
American Pie Presents: Band Camp,10000000.0,0.0,8.67163,2005-10-30,,,
Champion,600.0,0.0,4.436786,1949-04-09,,,
Requiem for a Vampire,0.0,0.0,2.286054,1971-08-01,,,
Life Is a Miracle,8000000.0,0.0,2.287296,2004-05-14,,,
Tarzan the Ape Man,0.0,0.0,4.179063,1932-04-02,,,
Tarzan and His Mate,95.0,0.0,12.73076,1934-04-20,,,
Midnight Lace,0.0,0.0,7.069045,1960-10-13,,,
Empire of the Wolves,24000000.0,11875866.0,9.255441,2005-04-20,,,
The Great Yokai War,0.0,0.0,0.950391,2005-08-06,,,
The Swindle,0.0,0.0,1.348045,1955-09-09,,,
Mahogany,0.0,0.0,1.08732,1975-10-08,,,
Angels in Fast Motion,0.0,0.0,1.393743,2005-03-04,,,
Manderlay,14200000.0,674918.0,4.568999,2005-05-16,,,
Week-End in Havana,0.0,0.0,0.282366,1941-10-17,,,
Nine Lives,0.0,0.0,2.171333,2005-01-24,,,
South Central,4000000.0,0.0,2.99945,1992-09-18,,,
Damnation Alley,17000000.0,8720000.0,2.217704,1977-09-10,,,
The Bridges at Toko-Ri,0.0,0.0,1.853113,1954-12-01,,,
Love on the Run,0.0,0.0,3.762139,1979-01-24,,,
Duck Season,0.0,0.0,1.563754,2004-10-22,,,
Aprile,0.0,0.0,0.575039,1998-03-27,,,
The Adventures of Prince Achmed,0.0,0.0,1.902271,1926-09-03,,,
The Gore Gore Girls,63500.0,0.0,2.415738,1972-12-15,,,
Revolver,0.0,0.0,5.654983,2005-09-11,,,
Wild Zero,0.0,0.0,0.869181,1999-08-28,,,
Everything Put Together,500000.0,0.0,0.118774,2001-11-02,,,
Jarhead,72000000.0,96889998.0,9.997032,2005-11-04,,,
Siblings,500000.0,0.0,1.435388,2004-09-14,,,
Ushpizin,0.0,0.0,0.245122,2004-07-11,,,
Chicken Little,150000000.0,314432665.0,18.584609,2005-11-04,,,
Romance & Cigarettes,0.0,2945242.0,2.36594,2005-09-13,,,
To The Other Side,0.0,0.0,0.215468,2004-03-09,,,
Dead Man's Shoes,0.0,0.0,12.655746,2004-09-29,,,
Joyeux Noël,22000000.0,17709155.0,7.846226,2005-11-09,,,
Count Dracula,0.0,0.0,5.419176,1970-04-03,,,
The Brides of Dracula,0.0,0.0,2.966154,1960-01-01,,,
The Stratton Story,0.0,0.0,0.713887,1949-06-01,,,
The House That Dripped Blood,0.0,0.0,1.2985,1971-06-16,,,
Night of the Big Heat,0.0,0.0,1.650251,1967-05-01,,,
The Gorgon,0.0,0.0,2.490568,1964-10-18,,,
Night of the Lepus,0.0,0.0,1.179811,1972-10-04,,,
The Match Factory Girl,474700.0,0.0,2.994887,1990-09-20,,,
Zombie and the Ghost Train,0.0,0.0,0.231318,1991-07-26,,,
Highball,0.0,0.0,0.311732,1997-01-01,,,
Get Rich or Die Tryin',40000000.0,46442528.0,9.820229,2005-11-09,,,
Sword of the Beast,0.0,0.0,1.459686,1965-09-18,,,
Just Friends,0.0,50817508.0,8.208492,2005-11-23,,,
Syriana,50000000.0,94000000.0,5.768575,2005-11-23,,,
Calamari Union,0.0,0.0,1.01438,1985-02-08,,,
The Best Intentions,0.0,0.0,1.189742,1992-05-24,,,
La Vie de Bohème,0.0,0.0,2.482245,1992-02-18,,,
Menolippu Mombasaan,1800000.0,0.0,0.361054,2002-09-06,,,
Derailed,22000000.0,57479076.0,10.600475,2005-11-11,,,
Creep,0.0,0.0,5.604026,2004-08-10,6.3,77.0,
Pride & Prejudice,28000000.0,121147947.0,14.439083,2005-09-16,,,
Keep Your Distance,2500000.0,0.0,5.558013,2005-09-02,,,
Edison,0.0,0.0,5.394304,2005-07-29,,,
Hi-Life,0.0,0.0,0.602657,1998-11-27,,,
Wolf Creek,1000000.0,27762648.0,7.483385,2005-01-01,,,
The Descent,0.0,0.0,8.794041,2005-07-08,,,
Summer Interlude,0.0,0.0,1.442357,1951-10-01,,,
Takeshis',0.0,0.0,6.535144,2005-09-02,,,
Forty Guns,0.0,0.0,2.055948,1957-09-01,,,
Harry Potter and the Goblet of Fire,150000000.0,895921036.0,24.903058,2005-11-05,,,
Dinner with Friends,0.0,0.0,5.77754,2001-01-01,,,
Walk the Line,28000000.0,186438883.0,11.476443,2005-09-13,,,
Rent,40000000.0,31670620.0,9.530278,2005-11-23,,,
A Story of Floating Weeds,0.0,0.0,0.542256,1934-11-23,,,
My Mother's Smile,0.0,0.0,0.647701,2002-01-01,,,
Fists in the Pocket,0.0,0.0,1.399107,1965-10-31,,,
Zathura: A Space Adventure,65000000.0,64321501.0,10.695639,2005-11-06,,,
CRAZY,0.0,0.0,6.844818,2005-05-27,,,
Lonesome Jim,0.0,0.0,3.624575,2005-11-16,,,
Our Vines Have Tender Grapes,0.0,0.0,0.471653,1945-09-06,,,
Sarah Silverman: Jesus Is Magic,0.0,0.0,0.861427,2005-02-11,,,
Bee Season,14000000.0,6856989.0,2.308846,2005-09-03,,,
Breakfast on Pluto,0.0,0.0,4.984987,2005-09-03,,,
The Ice Harvest,0.0,0.0,8.485861,2005-11-23,,,
"Yours, Mine & Ours",45000000.0,72028752.0,10.238422,2005-11-23,,,
In The Mix,0.0,0.0,7.461749,2005-11-23,,,
The Libertine,0.0,0.0,4.451619,2004-09-16,,,
First Descent,0.0,739690.0,0.226138,2005-12-02,,,
The Wild Geese,10000000.0,0.0,13.696437,1978-07-05,,,
Hondo,0.0,0.0,3.768829,1953-11-25,,,
The Bird with the Crystal Plumage,500000.0,0.0,5.078021,1970-02-19,,,
A Good Woman,0.0,0.0,8.759151,2004-01-01,,,
Gate of Flesh,0.0,0.0,1.853596,1964-05-31,,,
Brides,0.0,0.0,1.194912,2004-01-01,,,
The Evil of Frankenstein,0.0,0.0,1.816665,1964-04-08,,,
The Clockmaker of St. Paul,0.0,0.0,0.750675,1974-01-16,,,
Welcome to the Roses,0.0,0.0,3.169514,2003-04-02,,,
The Driver,0.0,0.0,6.163618,1978-06-08,,,
Mondovino,0.0,0.0,0.558816,2004-01-01,,,
Sounder,0.0,0.0,0.684483,1972-09-24,,,
Match Point,15000000.0,85306374.0,9.020372,2005-10-26,,,
Nazarin,0.0,0.0,1.128152,1959-05-11,,,
Ziegfeld Follies,0.0,0.0,0.852584,1945-08-13,,,
Lorna,60000.0,0.0,1.59241,1964-09-11,,,
